"id","name","description","travel_advice","crime_index","disaster_risk","corruption_index","health"
92,kyrgyzstan,"Kyrgyzstan is a developing country with some risks to be aware of for travelers. Corruption can be an issue, especially in government and law enforcement. Healthcare facilities are limited, with a shortage of medical supplies and qualified personnel, so it's important to have comprehensive travel health insurance. The country is located in an earthquake zone, and natural disasters such as landslides and floods can occur, particularly during the spring and summer months. Crime, including theft and pickpocketing, can also be a problem in urban areas, especially at night. It's advised to exercise caution, particularly when traveling alone or in unfamiliar areas.","Kyrgyzstan faces challenges with corruption, political instability, and human rights abuses. It faces earthquakes, landslides, and mudflows. The healthcare system faces issues with limited healthcare infrastructure and workforce shortages.",0.57,0.25,0.73,0.45
93,laos,"Laos is generally considered a safe country to visit, but travelers should be aware of certain risks. Corruption is an issue in some sectors, particularly law enforcement, and bribery is not uncommon. Healthcare is limited and of variable quality, particularly outside of the main cities, so it's advisable to have comprehensive medical insurance when traveling here. Natural disasters such as floods and landslides are common during the rainy season (May-October), so visitors should be aware of any weather warnings and heed advice from local authorities. Crime rates are generally low, but petty theft can occur, particularly in tourist areas, so travelers should take precautions to safeguard their belongings.","Laos faces challenges with corruption, drug trafficking, and political repression. It faces floods, landslides, and droughts. The healthcare system faces issues with limited healthcare infrastructure and workforce shortages.",0.38,0.25,0.69,0.58
94,latvia,"Latvia is generally a safe country for travelers with a low crime rate, however, petty crime does occur, especially in tourist areas, and caution is advised. Corruption is a low-level issue and healthcare services are adequate, but tourists are advised to have comprehensive health insurance that covers emergency medical treatment and repatriation. Latvia is prone to natural disasters such as flooding and storms, especially in low-lying areas. Road accidents are also common due to poor driving conditions in winter. Visitors should take care to follow safety precautions and monitor local weather reports.","Latvia faces challenges with corruption, organized crime, and cyber threats. It faces floods and severe winter storms. The healthcare system faces issues with healthcare funding and workforce shortages.",0.39,0.25,0.41,0.16
95,lebanon,"Lebanon can be a challenging destination for travelers due to various factors. Corruption is prevalent, and it can affect your interactions with officials and your safety. Healthcare is generally of a high standard, but it can be expensive, and many hospitals have been affected by the economic crisis. The country has experienced natural disasters such as earthquakes and landslides, which can pose a risk, but they are not frequent occurrences. Crime, including theft and assault, can happen, especially in crowded areas and at night. Political tensions and sporadic demonstrations can also affect the safety of travelers. It is important to stay informed of the current situation and follow local advice.","Lebanon faces challenges with political instability, corruption, and terrorism. It faces earthquakes, landslides, and droughts. The healthcare system faces issues with limited healthcare resources and workforce shortages.",0.47,0.5,0.76,0.53
96,lesotho,"Lesotho is a country with high risk factors for travelers. Corruption is a significant issue in Lesotho, and travelers should be cautious when dealing with officials. Healthcare in the country is generally poor, with limited access to medical care in rural areas. Disaster occurrences, such as flooding and landslides, can happen during the rainy season from November to March. Crime, including muggings, carjacking, and theft, is also a significant concern, particularly in urban areas such as Maseru. Travelers are advised to exercise caution and avoid traveling alone, especially at night. It is recommended to take all necessary precautions when visiting Lesotho.","Lesotho faces challenges with poverty, HIV/AIDS, and violent crime. It faces droughts, floods, and landslides. The healthcare system faces issues with high rates of HIV/AIDS and limited healthcare resources.",0.72,0.0,0.63,0.65
97,liberia,"Liberia is a country in West Africa with a high risk of crime and civil unrest. Corruption is prevalent in many sectors, and visitors are advised to take necessary precautions to avoid becoming victims of scams and other crimes. Healthcare infrastructure is poor, and medical facilities may be inadequate, especially outside the capital city. Liberia is prone to natural disasters such as flooding and outbreaks of infectious diseases, including Ebola, Lassa fever, and COVID-19. Visitors are advised to check travel advisories before traveling to Liberia and to take appropriate measures to stay safe, such as avoiding crowded places and being aware of their surroundings at all times.","Liberia faces challenges with poverty, political instability, and corruption. It faces floods, landslides, and outbreaks of diseases. The healthcare system faces issues with limited healthcare infrastructure and high maternal mortality rates.",0.63,0.5,0.74,0.71
98,libya,"The security situation in Libya remains unstable due to ongoing conflicts, violent crime, and terrorism. Political instability, corruption, and a weak judicial system add to the risks of traveling to the country. Healthcare facilities are limited, and the COVID-19 pandemic has further strained the healthcare system. Natural disasters, such as floods and earthquakes, can occur in some regions. Road infrastructure is also limited, with poorly maintained roads and a lack of signage posing risks for drivers. Travel to the country is highly discouraged, and travelers who do enter the country should take precautions, including staying up to date with the security situation, avoiding large gatherings, and obtaining comprehensive travel insurance.","Libya faces challenges with armed conflict, terrorism, and human trafficking. It faces droughts, sandstorms, and flash floods. The healthcare system faces issues with limited healthcare infrastructure and workforce shortages.",0.62,1.0,0.83,0.75
99,liechtenstein,"Liechtenstein is a small, landlocked country in central Europe with a low risk of travel-related problems. Corruption is generally not an issue, and healthcare facilities are modern and reliable. Crime rates are low, with petty theft being the most common type of crime. The risk of natural disasters is also relatively low. The main risk to travelers is the possibility of road accidents due to the mountainous terrain and narrow roads. Visitors should also be aware of the country's strict laws on drug use and possession. Overall, Liechtenstein is a safe destination for travelers.",Liechtenstein faces challenges with money laundering and tax evasion. It faces avalanches and landslides. The healthcare system faces issues with limited healthcare resources and workforce shortages.,0.33,0.0,0.18,0.02
100,lithuania,"Lithuania is generally considered a safe country to visit with low crime rates. However, travelers should be aware of pickpocketing and other petty crimes, especially in tourist areas and on public transportation. Corruption is present in Lithuania, with reports of bribery in some areas of government and law enforcement. Healthcare in Lithuania is of a decent standard, but visitors should have comprehensive medical insurance in case of emergencies. Lithuania is not prone to natural disasters, but heavy snowfall can cause disruptions in the winter months. Overall, travelers to Lithuania can expect a relatively safe and enjoyable visit.","Lithuania faces challenges with corruption, organized crime, and cyber threats. It faces floods and severe winter storms. The healthcare system faces issues with healthcare funding and workforce shortages.",0.28,0.25,0.38,0.17
101,luxembourg,"Luxembourg is a small and generally safe country, with a low crime rate and a well-developed healthcare system. The country also has a low risk of natural disasters. Corruption is not considered to be a major issue, but there have been some cases of corruption in the past. Travelers should be aware that Luxembourg is a prosperous country and therefore, can be expensive. Additionally, the country has strict laws regarding drug use, so travelers should exercise caution when it comes to drugs. As with any destination, visitors should take the usual precautions with personal belongings and stay aware of their surroundings, particularly in crowded areas.",Luxembourg faces challenges with money laundering and tax evasion. It faces floods and severe winter storms. The healthcare system faces issues with healthcare funding and workforce shortages.,0.34,0.0,0.23,0.05
102,madagascar,"Madagascar is a country with a moderate level of risk for travelers. Corruption is a major issue, with bribery being commonplace in many sectors, including law enforcement. Healthcare facilities are limited, especially outside the capital, and medical treatment can be expensive. Travelers should take precautions to avoid mosquito-borne illnesses such as malaria and dengue fever, which are prevalent in the country. Natural disasters such as cyclones, floods, and droughts can occur, particularly between November and April. Crime rates, including robbery, are relatively high, especially in urban areas, and travelers should exercise caution when moving around after dark.","Madagascar faces deforestation, poverty, and political instability. It faces cyclones, floods, and droughts. The healthcare system faces issues with limited healthcare infrastructure and high maternal mortality rates.",0.55,1.0,0.74,0.68
103,malawi,"Malawi is generally considered a safe destination for tourists, but there are some risks to consider. Corruption is a significant issue in the country, and visitors should exercise caution when dealing with officials. Healthcare facilities are limited, and the quality of care can be poor. It is recommended that travelers bring any necessary prescription medications with them. The country is also prone to natural disasters such as flooding and drought, which can lead to significant disruptions. Crime rates are generally low, but visitors should take precautions to avoid petty theft and avoid traveling alone at night. It is also advisable to be aware of the potential for political unrest and to follow local news closely.","Malawi faces poverty, hunger, and healthcare challenges. It faces floods, droughts, and severe weather. The healthcare system faces issues with limited healthcare infrastructure and high maternal mortality rates.",0.5,0.5,0.66,0.66
104,malaysia,"Malaysia is a relatively safe country for travelers, but there are some risks to be aware of. Petty theft and pickpocketing can occur, especially in crowded areas and tourist hotspots. It is also important to be vigilant when using public transportation, as there have been instances of theft and robbery on buses and trains. Malaysia is prone to natural disasters such as floods, landslides, and forest fires, particularly during the monsoon season from November to March. The healthcare system is generally good, but medical facilities can be limited in more rural areas. Corruption is also an issue in Malaysia, and travelers should exercise caution when dealing with officials and be aware of scams and fraud.","Malaysia faces corruption, environmental issues, and religious and ethnic tensions. It faces floods, landslides, and tropical storms. The healthcare system faces issues with non-communicable diseases and workforce shortages.",0.57,1.0,0.53,0.2
105,maldives,"Maldives is a safe country for travelers, with a low risk of violent crime. However, visitors should be aware of the potential for theft and pickpocketing, particularly in crowded areas. Healthcare in the Maldives is limited, and visitors should ensure they have adequate health insurance and access to medical facilities before traveling. The Maldives is at risk of natural disasters such as tsunamis, flooding, and tropical storms, particularly between May and November. Corruption is also a concern, particularly in the government and law enforcement sectors. Visitors should exercise caution when dealing with authorities and avoid engaging in any corrupt activities.","Maldives faces climate change and sea level rise, environmental degradation, and political instability. It faces sea level rise and tropical storms. The healthcare system faces issues with limited healthcare resources and workforce shortages.",0.55,0.0,0.6,0.37
106,mali,"Mali is a West African country with a high risk of terrorism, crime, and kidnapping, especially in the northern and central regions. These areas are known to have active terrorist groups, including Al Qaeda in the Islamic Maghreb (AQIM) and its affiliates. Corruption is also prevalent, with bribery being common in many sectors. Healthcare in Mali is limited, and medical facilities are often understaffed and lacking in resources. The country is prone to natural disasters, including floods and droughts, which can affect infrastructure and transportation. Travelers should exercise caution, avoid large gatherings, and keep a low profile to minimize the risk of becoming a target for criminal or terrorist activity.","Mali faces terrorism, poverty, and food insecurity. It faces droughts, floods, and locust invasions. The healthcare system faces issues with limited healthcare infrastructure and high maternal mortality rates.",0.72,0.25,0.72,0.74
107,malta,"Malta is generally a safe country for travelers. Corruption is not a significant issue, and the healthcare system is generally of a high standard. However, visitors should be aware of the possibility of pickpocketing and other forms of petty crime in tourist areas. Scams targeting tourists, including the sale of fake products or services, can also occur. Natural disasters are rare in Malta, but it is susceptible to heavy rainfall, flooding, and occasional earthquakes. In terms of safety, visitors should avoid isolated areas at night and be cautious of potential terrorist threats. Overall, travelers to Malta should exercise common sense and take necessary precautions to ensure a safe and enjoyable trip.","Malta faces corruption, money laundering, and illegal immigration. It faces droughts and heat waves. The healthcare system faces issues with healthcare funding and workforce shortages.",0.4,0.0,0.59,0.13
108,mauritania,"Mauritania is a country in West Africa with a high risk of terrorism and kidnapping, particularly in the northern and eastern regions of the country. The risk of violent crime is also high in urban areas, with robberies and assaults reported. Travelers should exercise caution, especially after dark and in isolated areas. Corruption is a concern in Mauritania, and visitors may encounter bribe requests from officials. Healthcare infrastructure is poor, and medical care may not meet Western standards. Disaster risks include sandstorms and floods during the rainy season. Visitors should be aware of the potential for political unrest and avoid large gatherings or demonstrations.","Mauritania faces slavery, poverty, and desertification. It faces droughts and desertification. The healthcare system faces issues with limited healthcare infrastructure and workforce shortages.",0.54,0.75,0.7,0.77
109,mauritius,"Mauritius is a generally safe destination for travelers. The healthcare system is decent in major cities, but visitors are advised to carry their own medical supplies and travel insurance. Natural disasters such as cyclones and flooding can occur during certain times of the year, so travelers should check weather reports before planning their trip. Crime is low, but visitors should take normal precautions against pickpocketing and petty theft, especially in crowded areas. Corruption is considered low in Mauritius, with a relatively clean government and law enforcement system. However, travelers should be aware of scams targeting tourists, such as overcharging for goods and services.","Mauritius faces environmental issues, corruption, and social inequality. It faces cyclones and floods. The healthcare system faces issues with non-communicable diseases and workforce shortages.",0.49,0.5,0.5,0.22
110,mexico,"Mexico is a popular travel destination that offers a variety of experiences ranging from cultural immersion to beach getaways. However, travelers should be aware of several risks when traveling to Mexico. Corruption remains a major issue in the country, and bribery may be expected in some situations. Healthcare standards vary, with private facilities offering better care than public ones. Natural disasters, including hurricanes, earthquakes, and wildfires, are also common in Mexico, particularly between June and November. Crime, including violence related to drug cartels, is a significant concern in some areas, including along the border with the United States. Travelers should exercise caution, particularly at night and in less touristy areas.","Mexico faces drug trafficking, violence, and corruption. It faces hurricanes, earthquakes, volcanic eruptions, and floods. The healthcare system faces issues with non-communicable diseases and limited access to healthcare resources.",0.54,1.0,0.69,0.34
111,moldova,"Moldova is a country located in Eastern Europe. Corruption is a significant problem in the country, and travelers should be aware of the possibility of encountering corrupt officials, particularly in law enforcement and border control. Healthcare in Moldova is generally poor, with limited resources and medical facilities. Travelers should ensure they have comprehensive medical insurance before traveling to Moldova. Natural disasters are relatively uncommon in Moldova, although heavy snowfall during winter can cause disruption. Crime, particularly theft, is prevalent in urban areas, especially in Chisinau. Travelers should take precautions to keep valuables secure and avoid walking alone at night.","Moldova faces corruption, political instability, and economic struggles. It faces floods and landslides. The healthcare system faces issues with limited healthcare infrastructure and workforce shortages.",0.46,0.0,0.61,0.4
112,mongolia,"Mongolia is a generally safe country with a low crime rate, but travelers should still take basic precautions to avoid theft and pickpocketing, especially in crowded areas. Corruption is a minor issue in Mongolia, and visitors should be aware of the potential for bribery and extortion when dealing with government officials. The country has a limited healthcare system, and medical facilities may not meet Western standards. Travelers should also be aware of the risk of natural disasters, including earthquakes, severe weather, and sandstorms, which can cause transportation disruptions and other challenges. Overall, Mongolia is a safe and welcoming destination for travelers who take basic precautions and respect local customs.","Mongolia faces desertification, mining pollution, and economic inequality. It faces earthquakes, droughts, and extreme cold. The healthcare system faces issues with limited medical resources and rural healthcare accessibility.",0.56,0.25,0.67,0.43
113,montenegro,"Montenegro is generally a safe country for travelers, with low levels of crime and few natural disasters. However, travelers should be aware of occasional cases of petty theft and pickpocketing, particularly in crowded areas such as markets and public transportation. Corruption can also be a problem, particularly in dealings with police and government officials. Healthcare facilities in Montenegro can be limited in some areas, so travelers should ensure they have adequate travel health insurance. Road safety can also be a concern, particularly in mountainous areas with narrow and winding roads.","Montenegro faces corruption, organized crime, and political polarization. It faces earthquakes and landslides. The healthcare system faces issues with inadequate healthcare funding and a shortage of staff.",0.41,0.5,0.55,0.25
114,morocco,"Morocco is generally a safe country for travelers, with a relatively low level of crime. However, travelers should be aware of the possibility of scams and pickpocketing, particularly in crowded areas such as markets and public transportation. In addition, there have been occasional terrorist incidents in the country, so travelers should remain vigilant, particularly in areas near the borders with Algeria and Mauritania. Healthcare facilities in Morocco can be limited in some areas, so travelers should ensure they have adequate travel health insurance. Natural disasters such as floods and earthquakes can also occur in Morocco.","Morocco faces corruption, terrorism, and social inequality. It faces earthquakes, floods, and droughts. tHE HEALTHCARE SYSTEM faces issues with access to quality healthcare in rural areas.",0.49,0.75,0.62,0.48
115,mozambique,"Mozambique can be a challenging destination for travelers, particularly in terms of safety and healthcare. Crime is a significant problem in some areas, particularly in urban centers such as Maputo, and travelers should exercise caution, particularly at night. Healthcare facilities in Mozambique can be limited, particularly outside of major cities, so travelers should ensure they have adequate travel health insurance. Mozambique is also vulnerable to natural disasters such as floods and cyclones, particularly in coastal areas. Road safety can also be a concern, particularly outside of major cities.","Mozambique faces poverty, natural disasters, and political instability. It faces cyclones, floods, and droughts. The healthcare system  faces issues with a high burden of infectious diseases.",0.57,1.0,0.74,0.71
116,myanmar,"Myanmar can be a challenging destination for travelers, particularly in terms of safety and political instability. There have been occasional incidents of civil unrest and violence, particularly in ethnic minority areas, and travelers should exercise caution, particularly in these areas. Crime can also be a problem in some areas, particularly in urban centers such as Yangon. Healthcare facilities in Myanmar can be limited, particularly outside of major cities, so travelers should ensure they have adequate travel health insurance. Road safety can also be a concern, particularly outside of major cities.","Myanmar faces human rights abuses, ethnic conflicts, and political instability. It faces cyclones, floods, and landslides. The healthcare system faces issues with low healthcare funding and insufficient medical infrastructure.",0.47,1.0,0.77,0.64
117,namibia,"Namibia is generally a safe country for travelers, with low levels of crime and few natural disasters. However, travelers should be aware of occasional cases of petty theft and pickpocketing, particularly in crowded areas such as markets and public transportation. Healthcare facilities in Namibia can be limited in some areas, so travelers should ensure they have adequate travel health insurance. Road safety can also be a concern, particularly outside of major cities.","Namibia faces drought, poverty, and economic inequality. It faces droughts and floods. The healthcare system faces issues with a shortage of medical professionals and infrastructure.",0.65,0.75,0.51,0.44
118,nepal,"Nepal can be a challenging destination for travelers, particularly in terms of safety and healthcare. Crime is a significant problem in some areas, particularly in urban centers such as Kathmandu, and travelers should exercise caution, particularly at night. Healthcare facilities in Nepal can be limited, particularly outside of major cities, so travelers should ensure they have adequate travel health insurance. Nepal is also vulnerable to natural disasters such as earthquakes and landslides, particularly in mountainous areas. Road safety can also be a concern, particularly outside of major cities.","Nepal faces poverty, natural disasters, and political instability. It faces earthquakes, landslides, and floods. The healthcare system faces issues with limited healthcare access and resources in rural areas.",0.36,0.25,0.66,0.57
119,netherlands,"The Netherlands is a relatively safe country to travel to. The healthcare system is highly developed and accessible to everyone. Crime rates are relatively low, but pickpocketing and theft are common in tourist areas, so travelers should be cautious with their belongings. Corruption is not a significant issue in the Netherlands, and the country ranks highly on transparency and anti-corruption indexes. The Netherlands is also not prone to natural disasters, except for occasional flooding. However, travelers should be aware of potential risks related to the use of drugs in the Netherlands, as some substances are illegal and possession can result in fines or imprisonment.","Netherlands faces drug trafficking, organized crime, and discrimination. It faces floods and severe winter storms. The healthcare system faces issues with rising healthcare costs and an aging population.",0.27,0.5,0.2,0.03
120,new zealand,"New Zealand is generally considered a safe destination for travelers, with a low risk of violent crime. However, visitors should be aware of the potential for natural disasters such as earthquakes, tsunamis, and severe weather conditions. The country has a high standard of healthcare and clean drinking water, but travelers should take precautions against sunburn and insect bites. Corruption is relatively low in New Zealand, with a transparent government and an efficient legal system.","New Zealand faces environmental issues, inequality, and domestic violence. It faces earthquakes, volcanic eruptions, and landslides. The healthcare system faces issues with healthcare inequities for Maori and Pacific populations.",0.43,1.0,0.13,0.04
121,nicaragua,"Nicaragua can be a challenging destination for travelers, with a moderate risk of crime, particularly in urban areas. Political instability can also create potential risks, with occasional protests and demonstrations. Natural disasters such as earthquakes, volcanic eruptions, and hurricanes are also possible. Healthcare facilities in Nicaragua can be limited, and travelers should take precautions to prevent mosquito-borne illnesses like dengue fever and Zika virus. Corruption is a concern, with reports of government officials engaging in bribery and other illegal activities.","Nicaragua faces political turmoil, poverty, and human rights abuses. It faces hurricanes, floods, and landslides. The healthcare system faces issues with low healthcare spending and a shortage of medical personnel.",0.48,1.0,0.81,0.56
122,niger,"Niger can be a challenging destination for travelers, with a high risk of crime, including kidnappings, armed robberies, and carjackings. The country also faces risks of terrorism, particularly in border areas. Travelers should take precautions against common illnesses like malaria, as well as water-borne illnesses like cholera. Healthcare facilities in Niger can be limited, and medical evacuation may be necessary in the event of a serious illness or injury. Corruption is also a concern, with reports of government officials engaging in illegal activities.","Niger faces poverty, food insecurity, and healthcare challenges. It faces droughts, floods, and locust invasions. The healthcare system faces issues with low healthcare spending and a high burden of disease.",0.66,0.25,0.68,0.77
123,nigeria,"Nigeria can be a challenging destination for travelers, with a high risk of crime, including kidnappings, armed robberies, and carjackings. The country also faces risks of terrorism, particularly in the northeastern part of the country. Travelers should take precautions against common illnesses like malaria, as well as water-borne illnesses like cholera. Healthcare facilities in Nigeria can be limited, and medical evacuation may be necessary in the event of a serious illness or injury. Corruption is also a concern, with reports of government officials engaging in illegal activities.","Nigeria faces terrorism, corruption, and social inequality. It faces floods, landslides, and desertification. The healthcare system faces issues with a lack of healthcare facilities and personnel.",0.64,0.75,0.76,0.72
124,north korea,"North Korea can be a very challenging destination for travelers, with a high risk of arrest and detention for foreigners who do not comply with local laws and regulations. The country is also subject to international sanctions, which can impact travel and the availability of goods and services. Healthcare facilities in North Korea can be limited, and medical evacuation may be necessary in the event of a serious illness or injury. The country also faces risks of natural disasters like floods and landslides, as well as potential military conflict. Corruption is also a concern, with reports of government officials engaging in illegal activities.","North Korea faces human rights abuses, poverty, and political oppression. It faces floods, droughts, and landslides. The healthcare system faces issues with inadequate healthcare funding and medical supplies.",0.51,0.75,0.83,0.47
125,north macedonia,"North Macedonia is generally a safe country to visit with low crime rates, but there is a moderate risk of petty theft in tourist areas and transportation hubs. The country is at risk of natural disasters such as floods and earthquakes. The healthcare system is generally adequate in major cities, but medical facilities in rural areas may be limited. Corruption and political instability are issues to be aware of, particularly in relation to public services and government contracts. Travelers should also be aware of the risks associated with traveling near the borders with Kosovo and Serbia.","North Macedonia faces corruption, political polarization, and economic struggles. It faces floods and landslides. The healthcare system faces issues with inadequate healthcare funding and a shortage of medical staff.",0.39,0.0,0.6,0.3
126,norway,"Norway is considered a very safe country to travel to with a low risk of crime and terrorism. The country is also at low risk of natural disasters. The healthcare system is modern and efficient, but visitors should be aware of high costs associated with medical treatment. The main risk for travelers is weather-related, particularly in winter when roads and transportation may be affected by snow and ice. Norway is generally a corruption-free country, but visitors should still exercise caution with personal belongings and be aware of petty theft in tourist areas.","Norway faces environmental issues, inequality, and domestic violence. It faces landslides and avalanches. The healthcare system faces issues with healthcare inequities and an aging population.",0.34,0.25,0.16,0.01
127,oman,"Oman is a generally safe country with a low crime rate, but visitors should be aware of the potential for terrorist activity, particularly in the southern region bordering Yemen. Natural disasters such as flash floods and sandstorms can occur, particularly during the rainy season from January to April. The healthcare system in major cities is good, but medical facilities in rural areas may be limited. Corruption is a low-level concern, but visitors should exercise caution with personal belongings in tourist areas and when using public transportation.","Oman faces human rights abuses, censorship, and political restrictions. It faces cyclones, droughts, and dust storms. The healthcare system faces issues with inadequate healthcare funding and a shortage of medical staff.",0.2,0.75,0.56,0.33
128,pakistan,"Pakistan is currently considered a high-risk country to travel to due to the ongoing threat of terrorism, particularly in major cities and near the border with Afghanistan. Visitors should also be aware of the potential for political unrest, crime, and kidnapping, particularly in areas such as Balochistan and Khyber Pakhtunkhwa. The country is at risk of natural disasters such as earthquakes and flooding. The healthcare system in major cities is adequate, but medical facilities in rural areas may be limited. Corruption is a high-level concern, particularly in relation to public services and government contracts.","Pakistan faces terrorism, political instability, and corruption. It faces earthquakes, floods, and landslides. The healthcare system faces issues with limited healthcare access and resources in rural areas.",0.43,1.0,0.73,0.69
129,palestinian territories,"The Palestinian territories, consisting of the West Bank and Gaza Strip, are subject to political instability and conflict, which can impact travel safety. There is a risk of terrorist attacks, particularly in areas near the border with Israel, and ongoing conflict between Israeli forces and Palestinian militants can lead to violent clashes. Additionally, protests and demonstrations are common, and travelers should avoid such events as they can quickly turn violent. Medical facilities in the Palestinian territories are limited and often inadequate, so it's important to have comprehensive travel insurance that covers medical evacuation. Corruption is also a concern, particularly in public services such as healthcare, and travelers should be prepared to pay bribes for services. Crime rates are generally low, but travelers should still exercise caution and be aware of their surroundings, particularly in areas with a high concentration of tourists.","Palestinian territories face political instability, violence, and human rights abuses. It territories face floods and droughts. The healthcare system faces issues with inadequate healthcare funding and a shortage of medical supplies.",0.44,0.5,0.7,0.47
130,panama,"Panama is generally a safe country for travelers, with a low crime rate. However, there have been reports of petty theft and street crime, particularly in tourist areas. It is also important to be aware of the risk of natural disasters, such as tropical storms and earthquakes. Healthcare facilities are generally good in major cities but may be limited in more rural areas. Corruption can be an issue in Panama, particularly in government and law enforcement. Travelers should exercise caution when dealing with officials and be aware of potential scams.","Panama faces money laundering, drug trafficking, and corruption. It faces floods, landslides, and droughts. The healthcare system faces issues with inadequate healthcare funding and limited access to medical care.",0.45,1.0,0.64,0.25
131,papua new guinea,"Papua New Guinea has a high level of crime, particularly in the capital city of Port Moresby. Violent crime, including armed robbery and sexual assault, is a significant concern. It is also important to be aware of the risk of natural disasters, including earthquakes, tsunamis, and volcanic eruptions. Healthcare facilities are limited, particularly outside of major cities. Corruption is also a significant issue in Papua New Guinea, particularly in government and law enforcement. Travelers should exercise caution and be aware of their surroundings at all times.","Papua New Guinea faces poverty, crime, and political instability. It faces earthquakes, volcanic eruptions, and landslides. The healthcare system faces issues with a lack of healthcare infrastructure and resources.",0.81,1.0,0.7,0.65
132,paraguay,"Paraguay is generally a safe country for travelers, with a low crime rate. However, there have been reports of petty theft and street crime, particularly in tourist areas. It is also important to be aware of the risk of natural disasters, such as floods and severe storms. Healthcare facilities are generally good in major cities but may be limited in more rural areas. Corruption can be an issue in Paraguay, particularly in government and law enforcement. Travelers should exercise caution when dealing with officials and be aware of potential scams.","Paraguay faces corruption, poverty, and inequality. It faces floods and droughts. The healthcare system faces issues with inadequate healthcare funding and a shortage of medical staff.",0.49,0.0,0.72,0.4
133,peru,"Peru is generally a safe country for travelers, with a low crime rate. However, there have been reports of petty theft and street crime, particularly in tourist areas. It is also important to be aware of the risk of natural disasters, such as earthquakes and landslides. Healthcare facilities are generally good in major cities but may be limited in more rural areas. Altitude sickness can also be a concern for travelers visiting high-altitude regions. Corruption can be an issue in Peru, particularly in government and law enforcement. Travelers should exercise caution when dealing with officials and be aware of potential scams.","Peru faces corruption, poverty, and environmental issues. It faces earthquakes, landslides, and floods. The healthcare system faces issues with unequal healthcare access and a shortage of medical personnel.",0.67,1.0,0.64,0.31
134,phillipines,"The Philippines has a moderate level of crime, particularly in urban areas. Travelers should be aware of the risk of petty theft and street crime, as well as the threat of terrorism and kidnapping by extremist groups. Natural disasters, including typhoons and earthquakes, are also a concern in the Philippines. Healthcare facilities are generally good in major cities but may be limited in more rural areas. Corruption is also a significant issue in the Philippines, particularly in government and law enforcement. Travelers should exercise caution and be aware of their surroundings at all times.","Philippines faces human rights abuses, political instability, and poverty. It faces typhoons, landslides, and volcanic eruptions. The healthcare system faces issues with inadequate healthcare funding and a lack of medical personnel.",0.42,1.0,0.67,0.42
135,poland,"Poland is generally a safe country to travel to. However, visitors should be aware of petty crimes such as pickpocketing, especially in tourist areas and on public transport. The country has a low level of corruption, and the healthcare system is well-developed, but medical treatment can be expensive for foreigners who do not have health insurance. Natural disasters such as floods and severe weather conditions can occur, especially during the summer months. Poland has a relatively low crime rate, but travelers should take precautions in larger cities and avoid any political demonstrations or gatherings.","Poland faces discrimination, political polarization, and social inequality. It faces floods and severe winter storms. The healthcare system faces issues with inadequate healthcare funding and a shortage of medical personnel.",0.31,0.5,0.45,0.18
136,portugal,"Portugal is generally considered a safe country to travel to, with low crime rates and few security concerns. The country has a well-established healthcare system and emergency services. However, visitors should be aware of pickpocketing and other petty thefts in crowded tourist areas. Additionally, some isolated incidents of terrorism have occurred in recent years, though these are rare. Corruption is not considered a major issue, but visitors should be cautious of scams and fraudulent activities, particularly when using ATMs and exchanging currency. Portugal is not prone to natural disasters, but visitors should be mindful of potential wildfires during the summer months.","Portugal faces drug trafficking, money laundering, and political corruption. It faces wildfires, floods, and landslides. The healthcare system faces issues with an aging population and rising healthcare costs.",0.3,0.5,0.38,0.14
137,puerto rico,"Puerto Rico is a U.S. territory and has similar safety concerns to the mainland United States. Visitors should be cautious of petty theft and pickpocketing in tourist areas, particularly in San Juan. While the healthcare system is generally good, visitors should be aware that medical care can be expensive. Natural disasters, such as hurricanes, are a concern, particularly during the summer months. The government of Puerto Rico has also faced financial difficulties in recent years, resulting in some social unrest and protests. Overall, visitors should exercise caution and remain vigilant of their surroundings.","Puerto Rico faces poverty, political instability, and natural disasters. It faces hurricanes and floods. The healthcare system faces issues with inadequate healthcare funding and limited access to medical care.",0.63,0.75,0.38,0.29
138,qatar,"Qatar is generally considered a safe country to travel to, with low levels of crime and terrorism. The healthcare system is of a high standard, and emergency services are readily available. Visitors should be aware of the country's conservative social customs and laws, particularly when it comes to public displays of affection, alcohol consumption, and dress. Corruption is not considered a major issue in Qatar, but visitors should be mindful of scams and fraudulent activities, particularly when using ATMs and exchanging currency. Qatar is not prone to natural disasters, but visitors should be aware of the country's extreme weather conditions during the summer months.","Qatar faces human rights abuses, censorship, and political restrictions. It faces dust storms and extreme heat. The healthcare system faces issues with an overburdened healthcare system due to population growth.",0.12,0.0,0.42,0.23
139,romania,"Romania is generally safe to visit, with low levels of violent crime. However, visitors should be aware of pickpocketing and other petty thefts in crowded tourist areas, particularly in Bucharest. The healthcare system is good, but medical care may not be up to the same standard as in Western Europe. Corruption is still an issue in Romania, particularly in government and business sectors. Visitors should exercise caution and remain vigilant of their surroundings, particularly when using public transport. Natural disasters are not a major concern, but visitors should be aware of potential flooding in some areas during heavy rainfall.","Romania faces corruption, political polarization, and economic struggles. It faces floods, landslides, and severe winter storms. The healthcare system faces issues with inadequate healthcare funding and a shortage of medical staff. ",0.28,0.25,0.54,0.24
